"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"5369","Pew 2004Feb11","Pew ",2004,1357,48,"wisconsin",2,0,1,2,1,2,8,3,28,1,0,0,0,1.63461542129517,NA,0,"WI",49,"midwest",1,NA
"5370","Pew 2004Feb11","Pew ",2004,1358,19,"maryland",3,1,1,4,3,4,22,6,49,1,0,0,0,1.36752140522003,0,0,"MD",21,"south",1,1
"5371","Pew 2004Feb11","Pew ",2004,1359,34,"ohio",2,0,1,2,2,3,14,3,39,1,0,0,0,1.63461542129517,0,0,"OH",36,"midwest",1,1
"5372","Pew 2004Feb11","Pew ",2004,1360,42,"texas",3,0,2,1,4,6,31,1,75,1,0,1,0,2.45726490020752,0,0,"TX",44,"south",1,1
"5373","Pew 2004Feb11","Pew ",2004,1361,35,"oklahoma",3,0,1,3,2,3,15,5,40,1,0,0,0,2.92307686805725,0,0,"OK",37,"south",1,1
"5374","Pew 2004Feb11","Pew ",2004,1362,26,"nebraska",2,1,1,3,2,3,15,5,39,0,0,0,0,2.73076915740967,NA,0,"NE",30,"midwest",1,NA
"5375","Pew 2004Feb11","Pew ",2004,1363,12,"illinois",2,1,2,2,3,5,26,3,64,0,0,1,0,1.28846156597137,0,0,"IL",15,"midwest",1,1
"5376","Pew 2004Feb11","Pew ",2004,1364,18,"maine",1,0,1,4,4,6,34,7,74,1,0,0,0,1.67307686805725,0,0,"ME",22,"northeast",1,1
"5377","Pew 2004Feb11","Pew ",2004,1365,45,"virginia",3,1,1,2,4,6,32,3,76,1,0,0,0,1.26923072338104,0,0,"VA",46,"south",1,1
"5378","Pew 2004Feb11","Pew ",2004,1366,22,"minnesota",2,1,1,4,4,6,34,6,75,1,0,0,0,1.47435891628265,1,1,"MN",24,"midwest",0,0
"5379","Pew 2004Feb11","Pew ",2004,1367,10,"georgia",3,1,1,3,3,4,21,5,51,0,1,0,0,2.28632473945618,0,0,"GA",11,"south",1,1
"5380","Pew 2004Feb11","Pew ",2004,1368,43,"utah",4,0,1,3,4,6,33,5,70,0,1,0,0,2.5,0,0,"UT",45,"west",1,1
"5381","Pew 2004Feb11","Pew ",2004,1369,5,"colorado",4,1,1,2,1,2,8,4,28,0,0,0,0,1.65384614467621,1,1,"CO",6,"west",0,0
"5382","Pew 2004Feb11","Pew ",2004,1370,5,"colorado",4,1,1,3,2,3,15,5,44,0,0,0,0,3.17307686805725,0,0,"CO",6,"west",1,1
"5383","Pew 2004Feb11","Pew ",2004,1371,35,"oklahoma",3,1,2,2,2,2,8,4,30,1,0,1,0,1.36538457870483,0,0,"OK",37,"south",1,1
"5384","Pew 2004Feb11","Pew ",2004,1372,5,"colorado",4,0,1,2,1,1,2,3,19,0,1,0,0,1.25,1,1,"CO",6,"west",0,0
"5385","Pew 2004Feb11","Pew ",2004,1373,24,"missouri",2,0,1,2,1,2,8,3,25,0,0,0,0,1.63461542129517,0,0,"MO",25,"midwest",1,1
"5386","Pew 2004Feb11","Pew ",2004,1374,35,"oklahoma",3,0,1,3,3,4,21,5,54,0,1,0,0,3.18376064300537,0,0,"OK",37,"south",1,1
"5387","Pew 2004Feb11","Pew ",2004,1375,5,"colorado",4,1,1,4,2,3,16,6,35,0,1,0,0,1.53846156597137,1,1,"CO",6,"west",0,0
"5388","Pew 2004Feb11","Pew ",2004,1376,9,"florida",3,1,2,3,3,4,21,5,45,0,1,1,0,2.30769228935242,0,0,"FL",10,"south",1,1
"5389","Pew 2004Feb11","Pew ",2004,1377,19,"maryland",3,1,2,2,2,3,14,3,43,1,0,1,0,1.32692313194275,0,0,"MD",21,"south",1,1
"5390","Pew 2004Feb11","Pew ",2004,1378,6,"connecticut",1,1,1,2,3,5,26,3,61,0,0,0,0,1.65384614467621,0,0,"CT",7,"northeast",1,1
"5391","Pew 2004Feb11","Pew ",2004,1379,47,"west virginia",3,1,1,2,4,6,32,3,85,1,0,0,0,1.21153843402863,0,0,"WV",50,"south",1,1
"5392","Pew 2004Feb11","Pew ",2004,1380,10,"georgia",3,0,1,2,2,3,14,4,38,0,1,0,0,2.60683751106262,0,0,"GA",11,"south",1,1
"5393","Pew 2004Feb11","Pew ",2004,1381,16,"kentucky",3,0,1,2,3,5,26,3,59,1,0,0,0,1.11538457870483,1,1,"KY",18,"south",0,0
"5394","Pew 2004Feb11","Pew ",2004,1382,37,"pennsylvania",1,1,1,2,4,6,32,4,82,1,0,0,0,1.59615385532379,0,0,"PA",39,"northeast",1,1
"5395","Pew 2004Feb11","Pew ",2004,1383,21,"michigan",2,0,1,3,3,4,21,5,53,0,0,0,0,3.78205132484436,0,0,"MI",23,"midwest",1,1
"5396","Pew 2004Feb11","Pew ",2004,1384,21,"michigan",2,0,1,2,4,6,32,3,74,0,0,0,0,1.49572646617889,0,0,"MI",23,"midwest",1,1
"5397","Pew 2004Feb11","Pew ",2004,1385,42,"texas",3,0,1,3,3,4,21,5,51,0,0,0,0,2.63461542129517,1,1,"TX",44,"south",0,0
"5398","Pew 2004Feb11","Pew ",2004,1386,26,"nebraska",2,1,1,4,3,5,28,6,55,1,0,0,0,1,NA,0,"NE",30,"midwest",1,NA
"5399","Pew 2004Feb11","Pew ",2004,1387,49,"wyoming",4,1,1,3,3,4,21,5,49,0,1,0,0,2.37179493904114,NA,0,"WY",51,"west",1,NA
"5400","Pew 2004Feb11","Pew ",2004,1388,41,"tennessee",3,0,NA,NA,NA,NA,NA,9,NA,0,0,NA,NA,1.92307686805725,0,0,"TN",43,"south",1,1
"5401","Pew 2004Feb11","Pew ",2004,1389,42,"texas",3,0,1,2,2,2,8,4,32,0,0,0,0,1.63461542129517,0,0,"TX",44,"south",1,1
"5402","Pew 2004Feb11","Pew ",2004,1390,32,"north carolina",3,1,1,2,4,6,32,3,75,0,1,0,0,1.21153843402863,1,1,"NC",28,"south",0,0
"5403","Pew 2004Feb11","Pew ",2004,1391,29,"new jersey",1,1,1,2,4,6,32,4,65,0,0,0,0,1.59615385532379,0,0,"NJ",32,"northeast",1,1
"5404","Pew 2004Feb11","Pew ",2004,1392,10,"georgia",3,0,1,4,2,2,10,7,31,0,0,0,0,2,0,0,"GA",11,"south",1,1
"5405","Pew 2004Feb11","Pew ",2004,1393,42,"texas",3,1,2,2,2,3,14,3,44,1,0,1,0,1.58119654655457,0,0,"TX",44,"south",1,1
"5406","Pew 2004Feb11","Pew ",2004,1394,9,"florida",3,0,1,4,3,4,22,7,51,0,1,0,0,1.86538457870483,0,0,"FL",10,"south",1,1
"5407","Pew 2004Feb11","Pew ",2004,1395,3,"arkansas",3,1,2,4,2,3,16,6,41,1,0,1,0,1.58119654655457,0,0,"AR",3,"south",1,1
"5408","Pew 2004Feb11","Pew ",2004,1396,24,"missouri",2,1,1,2,1,1,2,3,19,0,1,0,0,1.71153843402863,0,0,"MO",25,"midwest",1,1
"5409","Pew 2004Feb11","Pew ",2004,1397,42,"texas",3,1,1,2,2,3,14,3,38,0,0,0,0,1.32692313194275,NA,0,"TX",44,"south",1,NA
"5410","Pew 2004Feb11","Pew ",2004,1398,46,"washington",4,1,1,3,4,6,33,5,67,0,0,0,0,1.66666662693024,0,0,"WA",48,"west",1,1
"5411","Pew 2004Feb11","Pew ",2004,1399,41,"tennessee",3,0,1,4,1,1,4,6,24,0,0,0,0,1.32692313194275,0,0,"TN",43,"south",1,1
"5412","Pew 2004Feb11","Pew ",2004,1400,42,"texas",3,1,1,3,1,1,3,5,23,0,0,0,0,3.67000007629395,1,1,"TX",44,"south",0,0
"5413","Pew 2004Feb11","Pew ",2004,1401,13,"indiana",2,1,1,2,4,6,32,3,74,0,0,0,0,1.11111116409302,0,0,"IN",16,"midwest",1,1
"5414","Pew 2004Feb11","Pew ",2004,1402,4,"california",4,0,3,1,2,2,7,2,31,0,0,0,1,4.07777786254883,1,1,"CA",5,"west",0,0
"5415","Pew 2004Feb11","Pew ",2004,1403,42,"texas",3,1,1,4,3,4,22,7,52,0,1,0,0,1.13461542129517,0,0,"TX",44,"south",1,1
"5416","Pew 2004Feb11","Pew ",2004,1404,4,"california",4,1,1,4,2,3,16,7,38,0,0,0,0,1.77350425720215,1,1,"CA",5,"west",0,0
"5417","Pew 2004Feb11","Pew ",2004,1405,34,"ohio",2,0,1,2,2,3,14,3,39,0,0,0,0,3.11965823173523,0,0,"OH",36,"midwest",1,1
"5418","Pew 2004Feb11","Pew ",2004,1406,9,"florida",3,1,1,2,1,1,2,3,19,0,0,0,0,1.63461542129517,0,0,"FL",10,"south",1,1
"5419","Pew 2004Feb11","Pew ",2004,1407,4,"california",4,0,1,2,3,4,20,3,45,0,0,0,0,1.62393164634705,0,0,"CA",5,"west",1,1
"5420","Pew 2004Feb11","Pew ",2004,1408,27,"nevada",4,0,1,3,2,2,9,5,32,0,0,0,0,3.61111116409302,0,0,"NV",34,"west",1,1
"5421","Pew 2004Feb11","Pew ",2004,1409,48,"wisconsin",2,0,1,4,2,3,16,7,36,0,0,0,0,2.6495726108551,NA,0,"WI",49,"midwest",1,NA
"5422","Pew 2004Feb11","Pew ",2004,1410,4,"california",4,1,3,2,1,1,2,4,23,0,0,0,1,3.26923084259033,1,1,"CA",5,"west",0,0
"5423","Pew 2004Feb11","Pew ",2004,1411,9,"florida",3,0,1,2,2,2,8,3,31,0,0,0,0,1.64529919624329,NA,0,"FL",10,"south",1,NA
"5424","Pew 2004Feb11","Pew ",2004,1412,19,"maryland",3,1,1,2,4,6,32,3,73,1,0,0,0,1.11111116409302,1,1,"MD",21,"south",0,0
"5425","Pew 2004Feb11","Pew ",2004,1413,34,"ohio",2,0,1,4,3,5,28,6,63,0,1,0,0,1.53846156597137,0,0,"OH",36,"midwest",1,1
"5426","Pew 2004Feb11","Pew ",2004,1414,22,"minnesota",2,0,1,2,3,4,20,4,50,0,0,0,0,1.48076927661896,0,0,"MN",24,"midwest",1,1
"5427","Pew 2004Feb11","Pew ",2004,1415,36,"oregon",4,0,1,2,3,5,26,3,57,0,0,0,0,1.32478630542755,0,0,"OR",38,"west",1,1
"5428","Pew 2004Feb11","Pew ",2004,1416,46,"washington",4,1,1,3,3,5,27,5,56,0,1,0,0,2.5961537361145,0,0,"WA",48,"west",1,1
"5429","Pew 2004Feb11","Pew ",2004,1417,36,"oregon",4,0,1,2,2,2,8,3,32,1,0,0,0,1.73076927661896,0,0,"OR",38,"west",1,1
"5430","Pew 2004Feb11","Pew ",2004,1418,42,"texas",3,0,2,3,1,1,3,5,20,0,0,1,0,3.07692313194275,1,1,"TX",44,"south",0,0
"5431","Pew 2004Feb11","Pew ",2004,1419,1,"alabama",3,1,2,3,1,1,3,5,21,0,0,1,0,3.63461542129517,0,0,"AL",2,"south",1,1
"5432","Pew 2004Feb11","Pew ",2004,1420,39,"south carolina",3,1,1,1,3,5,25,2,58,0,1,0,0,2.3461537361145,0,0,"SC",41,"south",1,1
"5433","Pew 2004Feb11","Pew ",2004,1421,31,"new york",1,0,1,4,3,5,28,6,56,0,0,0,0,1.48076927661896,1,1,"NY",35,"northeast",0,0
"5434","Pew 2004Feb11","Pew ",2004,1422,10,"georgia",3,1,1,2,4,6,32,4,73,0,1,0,0,1.11111116409302,0,0,"GA",11,"south",1,1
"5435","Pew 2004Feb11","Pew ",2004,1423,24,"missouri",2,1,1,4,3,5,28,7,60,0,1,0,0,1,0,0,"MO",25,"midwest",1,1
"5436","Pew 2004Feb11","Pew ",2004,1424,32,"north carolina",3,1,1,3,1,2,9,5,28,0,0,0,0,2.79914522171021,1,1,"NC",28,"south",0,0
"5437","Pew 2004Feb11","Pew ",2004,1425,4,"california",4,0,2,4,3,4,22,6,54,0,0,1,0,2.25,1,1,"CA",5,"west",0,0
"5438","Pew 2004Feb11","Pew ",2004,1426,24,"missouri",2,1,1,2,4,6,32,3,68,0,0,0,0,1.11111116409302,0,0,"MO",25,"midwest",1,1
"5439","Pew 2004Feb11","Pew ",2004,1427,14,"iowa",2,1,1,3,3,4,21,5,53,0,0,0,0,2.71367526054382,0,0,"IA",13,"midwest",1,1
"5440","Pew 2004Feb11","Pew ",2004,1428,31,"new york",1,1,1,2,1,1,2,4,18,1,0,0,0,2.32905983924866,0,0,"NY",35,"northeast",1,1
"5441","Pew 2004Feb11","Pew ",2004,1429,4,"california",4,0,2,4,4,6,34,6,66,1,0,1,0,1.21794867515564,0,0,"CA",5,"west",1,1
"5442","Pew 2004Feb11","Pew ",2004,1430,34,"ohio",2,0,1,2,3,4,20,4,47,1,0,0,0,1.48076927661896,NA,0,"OH",36,"midwest",1,NA
"5443","Pew 2004Feb11","Pew ",2004,1431,4,"california",4,0,1,3,1,1,3,5,24,0,0,0,0,2.67307686805725,1,1,"CA",5,"west",0,0
"5444","Pew 2004Feb11","Pew ",2004,1432,32,"north carolina",3,1,1,2,2,3,14,4,37,0,0,0,0,1.32692313194275,0,0,"NC",28,"south",1,1
"5445","Pew 2004Feb11","Pew ",2004,1433,3,"arkansas",3,1,2,3,2,3,15,5,37,1,0,1,0,2.5961537361145,0,0,"AR",3,"south",1,1
"5446","Pew 2004Feb11","Pew ",2004,1434,9,"florida",3,1,1,4,3,4,22,6,48,0,0,0,0,1.36752140522003,0,0,"FL",10,"south",1,1
"5447","Pew 2004Feb11","Pew ",2004,1435,17,"louisiana",3,0,1,2,3,4,20,3,51,0,0,0,0,1.55982911586761,0,0,"LA",19,"south",1,1
"5448","Pew 2004Feb11","Pew ",2004,1436,23,"mississippi",3,0,1,4,1,2,10,6,27,0,1,0,0,2,0,0,"MS",26,"south",1,1
"5449","Pew 2004Feb11","Pew ",2004,1437,4,"california",4,0,1,4,3,4,22,6,45,0,1,0,0,1.19658124446869,1,1,"CA",5,"west",0,0
"5450","Pew 2004Feb11","Pew ",2004,1438,35,"oklahoma",3,0,1,2,4,6,32,3,68,0,0,0,0,1.26068377494812,0,0,"OK",37,"south",1,1
"5451","Pew 2004Feb11","Pew ",2004,1439,2,"arizona",4,1,1,3,3,4,21,5,48,0,0,0,0,2.37179493904114,1,1,"AZ",4,"west",0,0
"5452","Pew 2004Feb11","Pew ",2004,1440,32,"north carolina",3,1,2,4,2,3,16,6,42,1,0,1,0,1.26923072338104,0,0,"NC",28,"south",1,1
"5453","Pew 2004Feb11","Pew ",2004,1441,34,"ohio",2,1,1,2,1,1,2,3,23,0,0,0,0,1.96581196784973,0,0,"OH",36,"midwest",1,1
"5454","Pew 2004Feb11","Pew ",2004,1442,45,"virginia",3,0,1,2,3,5,26,3,60,0,0,0,0,1.11538457870483,0,0,"VA",46,"south",1,1
"5455","Pew 2004Feb11","Pew ",2004,1443,41,"tennessee",3,1,1,4,2,2,10,6,33,0,1,0,0,1.26923072338104,0,0,"TN",43,"south",1,1
"5456","Pew 2004Feb11","Pew ",2004,1444,2,"arizona",4,0,1,2,3,4,20,4,49,0,0,0,0,1.71153843402863,0,0,"AZ",4,"west",1,1
"5457","Pew 2004Feb11","Pew ",2004,1445,45,"virginia",3,1,1,3,3,4,21,5,49,0,1,0,0,2.32692313194275,0,0,"VA",46,"south",1,1
"5458","Pew 2004Feb11","Pew ",2004,1446,40,"south dakota",2,1,1,2,3,5,26,4,57,0,0,0,0,1.36538457870483,0,0,"SD",42,"midwest",1,1
"5459","Pew 2004Feb11","Pew ",2004,1447,34,"ohio",2,1,1,2,3,5,26,4,56,1,0,0,0,1.47435891628265,1,1,"OH",36,"midwest",0,0
"5460","Pew 2004Feb11","Pew ",2004,1448,4,"california",4,0,1,3,3,5,27,5,56,0,1,0,0,2.19230771064758,0,0,"CA",5,"west",1,1
"5461","Pew 2004Feb11","Pew ",2004,1449,20,"massachusetts",1,1,1,4,4,6,34,7,66,1,0,0,0,1.15384614467621,1,1,"MA",20,"northeast",0,0
"5462","Pew 2004Feb11","Pew ",2004,1450,4,"california",4,1,1,4,NA,NA,NA,6,NA,1,0,0,0,1.79487180709839,NA,0,"CA",5,"west",1,NA
"5463","Pew 2004Feb11","Pew ",2004,1451,4,"california",4,1,1,4,3,5,28,7,58,1,0,0,0,1.09615385532379,1,1,"CA",5,"west",0,0
"5464","Pew 2004Feb11","Pew ",2004,1452,37,"pennsylvania",1,1,1,4,3,4,22,6,53,0,1,0,0,1.5,0,0,"PA",39,"northeast",1,1
"5465","Pew 2004Feb11","Pew ",2004,1453,5,"colorado",4,1,1,4,2,3,16,6,40,0,1,0,0,1.53846156597137,0,0,"CO",6,"west",1,1
"5466","Pew 2004Feb11","Pew ",2004,1454,42,"texas",3,1,1,2,3,5,26,4,58,0,1,0,0,1.23931622505188,0,0,"TX",44,"south",1,1
"5467","Pew 2004Feb11","Pew ",2004,1455,4,"california",4,0,1,2,4,6,32,4,72,1,0,0,0,1.53846156597137,0,0,"CA",5,"west",1,1
"5468","Pew 2004Feb11","Pew ",2004,1456,4,"california",4,1,1,4,4,6,34,7,77,0,1,0,0,1.30341875553131,0,0,"CA",5,"west",1,1
"5469","Pew 2004Feb11","Pew ",2004,1457,42,"texas",3,1,3,2,1,1,2,3,18,0,1,0,1,2.75,1,1,"TX",44,"south",0,0
"5470","Pew 2004Feb11","Pew ",2004,1458,45,"virginia",3,0,1,2,1,2,8,4,29,0,1,0,0,1.57692313194275,0,0,"VA",46,"south",1,1
"5471","Pew 2004Feb11","Pew ",2004,1459,11,"idaho",4,0,1,2,3,5,26,4,56,1,0,0,0,1.32478630542755,1,1,"ID",14,"west",0,0
"5472","Pew 2004Feb11","Pew ",2004,1460,31,"new york",1,1,2,3,1,2,9,5,29,1,0,1,0,3.67000007629395,1,1,"NY",35,"northeast",0,0
"5473","Pew 2004Feb11","Pew ",2004,1461,37,"pennsylvania",1,1,1,2,4,6,32,3,70,1,0,0,0,1.11111116409302,0,0,"PA",39,"northeast",1,1
"5474","Pew 2004Feb11","Pew ",2004,1462,34,"ohio",2,0,1,2,4,6,32,4,69,0,1,0,0,1.32692313194275,0,0,"OH",36,"midwest",1,1
"5475","Pew 2004Feb11","Pew ",2004,1463,48,"wisconsin",2,0,1,4,1,2,10,6,26,0,0,0,0,1.88034188747406,0,0,"WI",49,"midwest",1,1
"5476","Pew 2004Feb11","Pew ",2004,1464,10,"georgia",3,1,2,3,2,2,9,5,33,1,0,1,0,3.03846144676208,0,0,"GA",11,"south",1,1
"5477","Pew 2004Feb11","Pew ",2004,1465,9,"florida",3,1,1,2,2,3,14,3,41,0,0,0,0,1.32692313194275,1,1,"FL",10,"south",0,0
"5478","Pew 2004Feb11","Pew ",2004,1466,41,"tennessee",3,1,1,2,3,4,20,3,53,1,0,0,0,1.36752140522003,1,1,"TN",43,"south",0,0
"5479","Pew 2004Feb11","Pew ",2004,1467,22,"minnesota",2,1,1,4,3,4,22,6,49,1,0,0,0,1.62393164634705,0,0,"MN",24,"midwest",1,1
"5480","Pew 2004Feb11","Pew ",2004,1468,10,"georgia",3,0,1,3,3,4,21,5,46,0,1,0,0,2.63461542129517,0,0,"GA",11,"south",1,1
"5481","Pew 2004Feb11","Pew ",2004,1469,4,"california",4,0,1,4,3,4,22,7,47,1,0,0,0,1.36752140522003,0,0,"CA",5,"west",1,1
"5482","Pew 2004Feb11","Pew ",2004,1470,31,"new york",1,1,1,2,2,2,8,3,31,0,1,0,0,2.00854706764221,0,0,"NY",35,"northeast",1,1
"5483","Pew 2004Feb11","Pew ",2004,1471,14,"iowa",2,0,1,2,1,1,2,3,19,0,0,0,0,1.88034188747406,1,1,"IA",13,"midwest",0,0
"5484","Pew 2004Feb11","Pew ",2004,1472,26,"nebraska",2,0,1,2,2,3,14,3,42,0,0,0,0,3.11965823173523,1,1,"NE",30,"midwest",0,0
"5485","Pew 2004Feb11","Pew ",2004,1473,37,"pennsylvania",1,0,1,1,2,2,7,2,30,0,1,0,0,4.07777786254883,0,0,"PA",39,"northeast",1,1
"5486","Pew 2004Feb11","Pew ",2004,1474,18,"maine",1,0,1,2,2,3,14,3,41,0,0,0,0,3.18376064300537,0,0,"ME",22,"northeast",1,1
"5487","Pew 2004Feb11","Pew ",2004,1475,15,"kansas",2,0,1,4,2,2,10,6,30,0,1,0,0,1.88034188747406,0,0,"KS",17,"midwest",1,1
"5488","Pew 2004Feb11","Pew ",2004,1476,12,"illinois",2,0,2,3,2,3,15,5,38,1,0,1,0,4.07777786254883,0,0,"IL",15,"midwest",1,1
"5489","Pew 2004Feb11","Pew ",2004,1477,48,"wisconsin",2,0,1,4,3,5,28,7,58,0,1,0,0,1.17307686805725,0,0,"WI",49,"midwest",1,1
"5490","Pew 2004Feb11","Pew ",2004,1478,37,"pennsylvania",1,0,1,4,2,3,16,7,38,1,0,0,0,2.61538457870483,1,1,"PA",39,"northeast",0,0
"5491","Pew 2004Feb11","Pew ",2004,1479,22,"minnesota",2,1,2,2,4,6,32,3,73,1,0,1,0,1.11111116409302,0,0,"MN",24,"midwest",1,1
"5492","Pew 2004Feb11","Pew ",2004,1480,20,"massachusetts",1,1,1,2,2,3,14,4,38,0,0,0,0,2.07264947891235,1,1,"MA",20,"northeast",0,0
"5493","Pew 2004Feb11","Pew ",2004,1481,27,"nevada",4,1,3,3,2,3,15,5,41,0,0,0,1,4.07777786254883,1,1,"NV",34,"west",0,0
"5494","Pew 2004Feb11","Pew ",2004,1482,37,"pennsylvania",1,0,1,2,3,5,26,3,64,0,0,0,0,1.48076927661896,NA,0,"PA",39,"northeast",1,NA
"5495","Pew 2004Feb11","Pew ",2004,1483,34,"ohio",2,1,1,4,3,4,22,7,46,0,0,0,0,1.62393164634705,1,1,"OH",36,"midwest",0,0
"5496","Pew 2004Feb11","Pew ",2004,1484,31,"new york",1,0,1,2,1,1,2,3,20,0,1,0,0,1.36538457870483,0,0,"NY",35,"northeast",1,1
"5497","Pew 2004Feb11","Pew ",2004,1485,13,"indiana",2,0,1,2,1,2,8,4,29,0,1,0,0,1.63461542129517,0,0,"IN",16,"midwest",1,1
"5498","Pew 2004Feb11","Pew ",2004,1486,18,"maine",1,0,1,4,3,4,22,7,52,0,0,0,0,2.46153855323792,1,1,"ME",22,"northeast",0,0
"5499","Pew 2004Feb11","Pew ",2004,1487,4,"california",4,0,1,4,3,5,28,7,63,0,1,0,0,1.34615385532379,0,0,"CA",5,"west",1,1
"5500","Pew 2004Feb11","Pew ",2004,1488,12,"illinois",2,0,1,4,2,2,10,6,30,0,0,0,0,2.0961537361145,1,1,"IL",15,"midwest",0,0
"5501","Pew 2004Feb11","Pew ",2004,1489,48,"wisconsin",2,1,1,4,3,5,28,7,60,0,1,0,0,2.00854706764221,0,0,"WI",49,"midwest",1,1
"5502","Pew 2004Feb11","Pew ",2004,1490,24,"missouri",2,1,2,3,1,1,3,5,19,0,0,1,0,3.67000007629395,1,1,"MO",25,"midwest",0,0
"5503","Pew 2004Feb11","Pew ",2004,1491,4,"california",4,1,1,2,3,4,20,4,52,1,0,0,0,1.44230771064758,1,1,"CA",5,"west",0,0
"5504","Pew 2004Feb11","Pew ",2004,1492,14,"iowa",2,0,1,4,1,1,4,6,24,1,0,0,0,1.38461542129517,0,0,"IA",13,"midwest",1,1
"5505","Pew 2004Feb11","Pew ",2004,1493,37,"pennsylvania",1,0,1,1,4,6,31,1,78,1,0,0,0,3.22649574279785,0,0,"PA",39,"northeast",1,1
"5506","Pew 2004Feb11","Pew ",2004,1494,30,"new mexico",4,1,1,2,2,3,14,4,37,0,0,0,0,2.02991461753845,1,1,"NM",33,"west",0,0
"5507","Pew 2004Feb11","Pew ",2004,1495,26,"nebraska",2,0,1,2,3,4,20,3,51,0,0,0,0,1.48076927661896,0,0,"NE",30,"midwest",1,1
"5508","Pew 2004Feb11","Pew ",2004,1496,25,"montana",4,0,1,3,3,5,27,5,58,0,1,0,0,2.19230771064758,0,0,"MT",27,"west",1,1
"5509","Pew 2004Feb11","Pew ",2004,1497,13,"indiana",2,0,1,2,1,1,2,3,20,0,0,0,0,1.88034188747406,0,0,"IN",16,"midwest",1,1
"5510","Pew 2004Feb11","Pew ",2004,1498,13,"indiana",2,0,1,4,3,4,22,7,47,1,0,0,0,1.94230771064758,1,1,"IN",16,"midwest",0,0
"5511","Pew 2004Feb11","Pew ",2004,1499,29,"new jersey",1,1,1,2,4,6,32,3,76,1,0,0,0,1.59615385532379,1,1,"NJ",32,"northeast",0,0
"5512","Pew 2004Feb11","Pew ",2004,1500,40,"south dakota",2,0,1,3,1,1,3,5,21,1,0,0,0,2.28846144676208,0,0,"SD",42,"midwest",1,1
"5513","ABC 2004Jan15","ABC ",2004,1,32,"north carolina",3,0,1,2,4,6,32,NA,72,0,0,0,0,0.882600009441376,0,0,"NC",28,"south",1,1
"5514","ABC 2004Jan15","ABC ",2004,17,31,"new york",1,0,1,3,2,3,15,NA,37,0,0,0,0,0.632600009441376,0,0,"NY",35,"northeast",1,1
"5515","ABC 2004Jan15","ABC ",2004,19,31,"new york",1,0,NA,4,4,6,34,NA,80,1,0,NA,NA,0.349400013685226,1,1,"NY",35,"northeast",0,0
"5516","ABC 2004Jan15","ABC ",2004,23,20,"massachusetts",1,1,1,4,4,6,34,NA,71,0,0,0,0,0.696900010108948,1,1,"MA",20,"northeast",0,0
"5517","ABC 2004Jan15","ABC ",2004,28,16,"kentucky",3,1,1,1,4,6,31,NA,79,0,0,0,0,1.9543000459671,0,0,"KY",18,"south",1,1
"5518","ABC 2004Jan15","ABC ",2004,33,34,"ohio",2,0,2,3,2,3,15,NA,40,0,0,1,0,0.943400025367737,NA,0,"OH",36,"midwest",1,NA
"5519","ABC 2004Jan15","ABC ",2004,37,29,"new jersey",1,1,1,3,4,6,33,NA,71,0,0,0,0,0.696900010108948,0,0,"NJ",32,"northeast",1,1
"5520","ABC 2004Jan15","ABC ",2004,41,32,"north carolina",3,1,1,4,4,6,34,NA,78,0,0,0,0,0.696900010108948,0,0,"NC",28,"south",1,1
"5521","ABC 2004Jan15","ABC ",2004,44,45,"virginia",3,0,1,3,2,3,15,NA,41,0,1,0,0,0.632600009441376,1,1,"VA",46,"south",0,0
"5522","ABC 2004Jan15","ABC ",2004,45,9,"florida",3,0,1,3,4,6,33,NA,81,0,0,0,0,0.555000007152557,0,0,"FL",10,"south",1,1
"5523","ABC 2004Jan15","ABC ",2004,48,13,"indiana",2,0,1,2,3,4,20,NA,47,1,0,0,0,1.09270000457764,1,1,"IN",16,"midwest",0,0
"5524","ABC 2004Jan15","ABC ",2004,52,32,"north carolina",3,1,1,2,2,3,14,NA,44,0,0,0,0,1.72010004520416,1,1,"NC",28,"south",0,0
"5525","ABC 2004Jan15","ABC ",2004,56,29,"new jersey",1,0,1,3,3,4,21,NA,48,1,0,0,0,0.642300009727478,1,1,"NJ",32,"northeast",0,0
"5526","ABC 2004Jan15","ABC ",2004,57,28,"new hampshire",1,0,1,4,3,4,22,NA,54,0,0,0,0,0.642300009727478,1,1,"NH",31,"northeast",0,0
"5527","ABC 2004Jan15","ABC ",2004,60,37,"pennsylvania",1,1,1,2,4,6,32,NA,76,0,0,0,0,1.40209996700287,0,0,"PA",39,"northeast",1,1
"5528","ABC 2004Jan15","ABC ",2004,68,34,"ohio",2,1,3,1,1,2,7,NA,27,0,1,0,1,3.35439991950989,NA,0,"OH",36,"midwest",1,NA
"5529","ABC 2004Jan15","ABC ",2004,69,29,"new jersey",1,0,1,4,3,5,28,NA,62,0,1,0,0,0.555000007152557,0,0,"NJ",32,"northeast",1,1
"5530","ABC 2004Jan15","ABC ",2004,70,18,"maine",1,1,1,2,3,4,20,NA,50,1,0,0,0,1.10739994049072,0,0,"ME",22,"northeast",1,1
